Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Document_ID,Dominant_Topic
0.4120574,0.03134979,0.028543077,0.026781801,0.027343998,0.08771575,0.028178813,0.2603748,0.026396718,0.07125782,38,0
0.036910955,0.040464785,0.03738036,0.29221672,0.21584402,0.03844028,0.22769435,0.03595085,0.03611476,0.038982943,39,3
0.036199566,0.14213325,0.035814248,0.036325376,0.03701069,0.38353416,0.10613536,0.03669141,0.03894321,0.14721268,40,5
0.10187753,0.0067895725,0.005943913,0.0066046338,0.38249493,0.38417426,0.007142895,0.038433485,0.060767528,0.005771273,41,5
0.061346322,0.07923966,0.17328206,0.04812187,0.17090456,0.047272433,0.04595579,0.28213245,0.045692455,0.046052422,42,7
0.21736208,0.02170805,0.31891146,0.03271216,0.02943902,0.091092266,0.03057292,0.17452529,0.021835092,0.061841693,43,2
0.06431405,0.06863201,0.06490075,0.0656591,0.06695398,0.063711464,0.17345306,0.06472561,0.064223036,0.30342695,44,9
0.02498827,0.024817234,0.023872714,0.024678404,0.027300697,0.028781679,0.031761494,0.025257291,0.49849328,0.29004896,45,8
0.05813639,0.17707635,0.05717981,0.058541294,0.056181394,0.15718947,0.055652846,0.25099304,0.06279394,0.06625543,46,7
0.038929168,0.038739502,0.03877225,0.18242824,0.041286383,0.03913808,0.03857718,0.4332896,0.038570482,0.11026915,47,7
0.14489254,0.05916669,0.055748314,0.0632613,0.08641107,0.16428873,0.24656978,0.05658834,0.057271075,0.06580212,48,6
0.1527411,0.0409574,0.22248703,0.038658828,0.31930864,0.038620666,0.06704143,0.038668655,0.04173559,0.039780665,49,4
0.110811576,0.10745749,0.033520717,0.03045469,0.031703874,0.4551794,0.13606979,0.030197173,0.031417355,0.033187915,50,5
0.023690328,0.022413308,0.021996489,0.023521053,0.02414598,0.08205469,0.6072207,0.02179711,0.1476501,0.025510235,51,6
0.14494117,0.122911625,0.17956556,0.033687323,0.0574417,0.26197952,0.034170423,0.0430481,0.035261683,0.08699288,52,5
0.06281542,0.06286075,0.06294039,0.18122107,0.063744135,0.06392688,0.31412184,0.06288423,0.06269811,0.06278715,53,6
0.015032944,0.087022215,0.0121391155,0.011619899,0.5326804,0.11675041,0.012086576,0.07378356,0.014251921,0.12463298,54,4
0.06356794,0.06280281,0.0635848,0.065362744,0.06355436,0.06393346,0.06589085,0.06948729,0.07308046,0.40873528,55,9
0.03858556,0.11762954,0.038757518,0.0401892,0.040593427,0.039764415,0.039252825,0.30638963,0.050004527,0.28883335,56,7
0.21349305,0.078515664,0.02854333,0.058341593,0.028872292,0.10796697,0.12010268,0.040006656,0.11567059,0.20848717,57,0
0.16882008,0.037427757,0.07288216,0.034269653,0.51055574,0.036228783,0.03614442,0.033908207,0.033565525,0.036197707,58,4
0.0160959,0.2543524,0.012658893,0.08307864,0.5580281,0.012699356,0.014440856,0.016307453,0.012091532,0.020246869,59,4
0.05156257,0.23902611,0.05004367,0.052778408,0.056477234,0.34305066,0.05289529,0.050058607,0.054064747,0.050042737,60,5
0.051430725,0.33480233,0.0508449,0.05053558,0.05348259,0.24207057,0.053647242,0.060652986,0.05172247,0.050810643,61,1
0.06299557,0.075437166,0.06404682,0.07484228,0.09075946,0.12716945,0.095357426,0.06268128,0.068554446,0.27815607,62,9
0.050558954,0.18462683,0.05019729,0.056671344,0.08152187,0.26943818,0.05299264,0.052856587,0.14585036,0.05528596,63,5
0.0053841323,0.27257034,0.14805004,0.047629684,0.023087898,0.17571715,0.0046117655,0.0042183967,0.12221797,0.19651261,64,1
0.14287192,0.002116704,0.04467307,0.06654259,0.013219291,0.57197607,0.0024046218,0.13822709,0.0062956014,0.011673075,65,5
0.0049295127,0.0053120465,0.004917089,0.035184827,0.0053128386,0.041090194,0.28165194,0.004987074,0.6114318,0.0051827063,66,8
0.02760216,0.028023086,0.02684202,0.027281296,0.030668559,0.030138815,0.2539092,0.050961513,0.44734427,0.07722902,67,8
0.112770244,0.06294143,0.05579605,0.09143161,0.0932298,0.11895286,0.055686146,0.057911687,0.055727713,0.2955525,68,9
0.082337596,0.091059245,0.031974003,0.16799007,0.029488249,0.031901263,0.029518679,0.4715549,0.031257305,0.032918617,69,7
0.0673032,0.007999063,0.00883487,0.012523727,0.011170456,0.16281898,0.008903218,0.008500861,0.31916392,0.39278165,70,9
0.087745495,0.032261215,0.05356151,0.12617071,0.14294443,0.24672966,0.15349126,0.032124802,0.035262488,0.08970845,71,5
0.051103078,0.13552494,0.050284974,0.06591305,0.26476672,0.16375571,0.10908564,0.05272641,0.055712562,0.051126868,72,4
0.039484117,0.04183584,0.039647475,0.04109982,0.22586222,0.13488138,0.12723371,0.04853806,0.04543931,0.25597805,73,9
0.20033747,0.20469226,0.2657046,0.031852532,0.036688093,0.14593053,0.05323583,0.017987637,0.019018976,0.024552094,74,2
0.05290452,0.073135465,0.050184492,0.053690698,0.050130468,0.050431672,0.5158642,0.05008102,0.05349314,0.05008434,75,6
0.04434214,0.21870856,0.01172919,0.018092003,0.52607524,0.08087167,0.053709507,0.010983025,0.011873963,0.02361474,76,4
0.08335269,0.08335269,0.083354525,0.24984251,0.08334438,0.08334135,0.08335072,0.083364464,0.08334801,0.08334866,77,3
0.09428517,0.5556075,0.011319614,0.0113635,0.013558635,0.19627309,0.012080055,0.012327068,0.032721486,0.060463946,78,1
0.014288,0.07948282,0.11088369,0.009495442,0.013867173,0.0963955,0.0093805045,0.010781049,0.54867226,0.106753536,79,8
0.017722448,0.4195027,0.016239969,0.01467359,0.28014377,0.08154147,0.014878548,0.069259435,0.019003326,0.06703475,80,1
0.06278296,0.23113433,0.057698667,0.16234697,0.20310573,0.057688702,0.055763476,0.058171753,0.055618938,0.055688437,81,1
0.02291248,0.1520489,0.0741277,0.026665315,0.030192453,0.33148128,0.03152718,0.18231928,0.089516975,0.059208423,82,5
0.083751395,0.08395045,0.084120855,0.08468509,0.23640124,0.091135494,0.08367933,0.084270835,0.0834879,0.08451742,83,4
0.041904025,0.045968987,0.0426882,0.042822614,0.044519134,0.44216135,0.113676816,0.14045666,0.042272404,0.043529842,84,5
0.006839742,0.0069195605,0.006713056,0.09122407,0.0067458167,0.006950242,0.007999537,0.007297348,0.6732917,0.18601888,85,8
0.1380072,0.029008975,0.019309761,0.019474244,0.14425826,0.01992911,0.3578785,0.02050015,0.08177061,0.16986318,86,6
0.15159494,0.11907013,0.052534983,0.046049416,0.009674662,0.008869293,0.13110892,0.009267062,0.23558411,0.23624648,87,9
0.032939523,0.3637372,0.23147576,0.03582384,0.12326388,0.03165573,0.03714288,0.031560965,0.034669638,0.07773058,88,1
0.020731378,0.020654216,0.019554438,0.021788877,0.17037511,0.06156905,0.23950897,0.019888248,0.3420183,0.083911434,89,8
0.05558501,0.05558162,0.055582635,0.062170584,0.056447458,0.45296094,0.061864648,0.07599726,0.056711588,0.06709823,90,5
0.040721606,0.04686385,0.03865534,0.16870554,0.03894328,0.11336923,0.050324887,0.038620494,0.050451368,0.4133444,91,9
0.05255253,0.108488925,0.03379537,0.03953747,0.036426518,0.3256547,0.22296126,0.03682215,0.10604613,0.037714932,92,5
0.06355311,0.20499834,0.06295668,0.07954201,0.05884482,0.17066883,0.060558464,0.17954051,0.058278054,0.061059203,93,1
0.013386159,0.19523793,0.015452727,0.03940553,0.34731278,0.20032631,0.069747895,0.08385173,0.021079794,0.014199107,94,4
0.048700027,0.31745455,0.17162728,0.04116908,0.14697517,0.039186582,0.040208995,0.036232002,0.050926417,0.10751988,95,1
0.07268924,0.07176616,0.20600052,0.1691537,0.07453951,0.07527161,0.0716809,0.11570645,0.071543254,0.07164861,96,2
0.032265,0.07203062,0.033660967,0.03619219,0.17596996,0.03874159,0.038446024,0.034276616,0.106126085,0.43229097,97,9
0.040637583,0.2174453,0.33480182,0.018190729,0.02500534,0.20625089,0.036078177,0.019302402,0.024599474,0.07768825,98,2
0.054620255,0.04560391,0.20212251,0.045768507,0.04555072,0.15997842,0.045578163,0.30820826,0.04600209,0.046567187,99,7
0.22796534,0.045494508,0.04553306,0.045511033,0.2846455,0.04550867,0.07785672,0.045508537,0.13648589,0.04549071,100,4
0.250603,0.06001395,0.17996278,0.05324723,0.29536888,0.087002054,0.015740426,0.014274674,0.030514866,0.013272094,101,4
0.083357364,0.083350405,0.08622584,0.08335518,0.083342224,0.23298806,0.083346,0.097340904,0.08333936,0.08335464,102,5
0.0177448,0.008340205,0.008381919,0.026032882,0.0075040073,0.0082869595,0.06719024,0.020330776,0.41402814,0.4221601,103,9
0.0021125372,0.0044032703,0.2619081,0.006741009,0.002175566,0.30344042,0.1669791,0.001706594,0.15704228,0.09349114,104,5
0.007398542,0.008126459,0.0057140035,0.0060005705,0.78560084,0.0056916773,0.054172914,0.0055428063,0.010544209,0.11120796,105,4
0.012276036,0.017212005,0.02248329,0.012786858,0.014364712,0.0956475,0.4625515,0.0122250905,0.3374903,0.012962689,106,6
0.39181653,0.011567228,0.09485165,0.009806773,0.06331752,0.32207298,0.009329924,0.034081776,0.009786135,0.05336946,107,0
0.095427915,0.075073585,0.07168822,0.071942545,0.072092436,0.071938336,0.31552383,0.07153976,0.08276289,0.072010465,108,6
0.06494164,0.4274282,0.055832963,0.030685626,0.2548953,0.069479756,0.035479352,0.0114421565,0.036882892,0.012932184,109,1
0.05007949,0.18389046,0.041289467,0.03744551,0.34475932,0.06391142,0.03812518,0.036069024,0.10621395,0.09821615,110,4
0.0056491042,0.0055544907,0.005457343,0.0056726714,0.007201771,0.05958391,0.15978329,0.091321,0.5990015,0.060774833,111,8
0.0715437,0.071523845,0.07157301,0.07170762,0.07148217,0.21613953,0.07180523,0.2097967,0.07270159,0.07172662,112,5
0.009652438,0.35318565,0.009376325,0.010875359,0.06245525,0.03551184,0.012464367,0.17076156,0.1785135,0.15720372,113,1
0.0391265,0.5140698,0.03958947,0.03892649,0.05260228,0.04098549,0.049259122,0.121236905,0.039005805,0.06519816,114,1
0.05591896,0.056260645,0.055736464,0.0558175,0.055977184,0.27316648,0.061078634,0.08703856,0.056743074,0.2422625,115,5
0.1483928,0.05596097,0.0575991,0.055864282,0.057685763,0.2375946,0.05742386,0.21694466,0.055617187,0.056916784,116,5
0.027776878,0.007053342,0.0067561017,0.055150416,0.50005734,0.0762015,0.010231661,0.006008783,0.031067388,0.27969664,117,4
0.028104233,0.15514655,0.032261863,0.029798822,0.028662741,0.13233425,0.40779546,0.029225234,0.12574272,0.030928085,118,6
0.013332837,0.011720259,0.011646749,0.012245824,0.0128790345,0.09600612,0.011907077,0.011492821,0.035434064,0.7833352,119,9
0.026882337,0.024125041,0.028597547,0.02431546,0.02445631,0.062925465,0.7178868,0.026145604,0.040523764,0.024141714,120,6
0.04559309,0.053793732,0.045890376,0.13712442,0.35845333,0.045906425,0.14800258,0.04558984,0.05369859,0.06594762,121,4
0.05318718,0.056985304,0.050233528,0.07500261,0.2588586,0.089886166,0.15933684,0.054033555,0.13682897,0.065647274,122,4
0.065686345,0.011191801,0.57534266,0.012182356,0.01723481,0.07733342,0.021302745,0.18274431,0.0154387625,0.021542778,123,2
0.31320247,0.028137017,0.03476688,0.028124603,0.1662844,0.30334073,0.0300633,0.027985694,0.030239549,0.037855342,124,0
0.07207173,0.02515398,0.022579603,0.02252372,0.027645115,0.06226884,0.030279223,0.023856694,0.025017666,0.68860346,125,9
0.029302042,0.030801373,0.109759614,0.17760293,0.086527385,0.03156901,0.040025815,0.028598009,0.38292328,0.08289054,126,8
0.060828954,0.045663573,0.0771196,0.050402075,0.04654043,0.048362393,0.04725303,0.052228,0.05140745,0.5201945,127,9
0.36530095,0.06677036,0.06270097,0.06460868,0.06898315,0.092419125,0.06858258,0.07145905,0.07318233,0.06599279,128,0
0.08343089,0.08342865,0.08344524,0.08345166,0.24908324,0.083392225,0.0835325,0.083431944,0.08338167,0.08342201,129,4
0.14722537,0.030247161,0.019936915,0.020763226,0.02101606,0.07052032,0.29671752,0.024082834,0.33096668,0.038523935,130,8
0.022094833,0.03798295,0.022041315,0.022154197,0.16316506,0.07578731,0.1294997,0.081916645,0.17174618,0.2736118,131,9
0.31554738,0.034114715,0.32116646,0.033721685,0.10883937,0.03352016,0.035767406,0.033684924,0.047667447,0.03597042,132,2
0.042010196,0.09202566,0.042278945,0.0461693,0.043484278,0.042277172,0.15757075,0.04489578,0.05456443,0.43472353,133,9
0.03643878,0.28035206,0.05178773,0.038275223,0.04439851,0.30358928,0.048349977,0.03874532,0.048744123,0.10931904,134,5
0.052420568,0.053577427,0.04988358,0.046608314,0.07316399,0.3594936,0.047074124,0.046489064,0.04609345,0.22519587,135,5
0.02392468,0.031060051,0.05263807,0.02524899,0.02684002,0.024168244,0.024990922,0.73434055,0.032116473,0.02467198,136,7
0.33417785,0.021900551,0.07178196,0.017396996,0.051970016,0.3976553,0.016957982,0.055268724,0.016270742,0.016619828,137,5
0.047047015,0.13914391,0.008402967,0.029935936,0.64633983,0.008307115,0.034248147,0.017529812,0.018031456,0.051013816,138,4
0.012198296,0.30846015,0.11968593,0.012648302,0.2278692,0.14821249,0.014265916,0.013403882,0.118855946,0.024399882,139,1
0.06894992,0.027584922,0.02678884,0.06295578,0.58362305,0.12750465,0.026469732,0.025622787,0.025171893,0.025328461,140,4
0.06355422,0.062789135,0.0636704,0.063277826,0.06347644,0.06523773,0.2165347,0.07113322,0.07664217,0.25368416,141,9
0.01021614,0.29610184,0.008365647,0.0815063,0.03024291,0.23083463,0.020290552,0.11978397,0.057548687,0.14510934,142,1
0.06260099,0.06266316,0.06263518,0.06268441,0.06485205,0.06293969,0.069552235,0.3129841,0.070661314,0.16842686,143,7
0.037504323,0.012710746,0.0911532,0.01178262,0.44472355,0.029393872,0.011673174,0.036379535,0.014027204,0.31065178,144,4
0.07151303,0.21442609,0.07149258,0.07148703,0.101103455,0.07179854,0.07154708,0.071483,0.078068934,0.17708027,145,1
0.18380268,0.12761973,0.018937973,0.31659433,0.24014182,0.024614166,0.018416418,0.023733703,0.026370434,0.019768713,146,3
0.024143763,0.04248812,0.007836529,0.01609964,0.6052542,0.047503702,0.13166194,0.011603932,0.028584138,0.08482407,147,4
0.055828787,0.055778433,0.05645151,0.324469,0.05650849,0.20115517,0.05577028,0.06454242,0.065852396,0.0636435,148,3
0.12711874,0.027157249,0.1908822,0.0034130448,0.0052271755,0.3918255,0.015407803,0.19502287,0.003721672,0.04022369,149,5
0.032362465,0.016743915,0.011142204,0.01029412,0.4162233,0.08834578,0.020358866,0.010215817,0.08365082,0.31066272,150,4
0.31260613,0.04276038,0.07777716,0.14326939,0.040710945,0.15338051,0.046713937,0.03971785,0.047576312,0.095487356,151,0
0.07784044,0.07282526,0.07350486,0.20744401,0.071807116,0.07173375,0.071784034,0.2097238,0.07160372,0.071733,152,7
0.05448386,0.2929218,0.027676204,0.031700265,0.5314808,0.015948964,0.012428411,0.010177209,0.011668755,0.011513694,153,4
0.045658544,0.33863714,0.046262775,0.045830578,0.073868856,0.045558795,0.046002477,0.04559711,0.04626731,0.26631638,154,1
0.0129265785,0.48921573,0.08897543,0.08704129,0.23680303,0.013441533,0.009532863,0.027123561,0.024630236,0.010309755,155,1
0.025721634,0.0059999167,0.034306314,0.005503678,0.0062890397,0.005385985,0.0071697882,0.029881742,0.87216246,0.0075794375,156,8
0.13853936,0.046154037,0.08504125,0.14183564,0.2731718,0.04861985,0.06420212,0.107373685,0.04926415,0.04579807,157,4
0.014359941,0.014299733,0.0147186965,0.015734054,0.014614946,0.014545307,0.015220067,0.014615199,0.866957,0.01493501,158,8
0.068107985,0.0666779,0.06288103,0.06291084,0.07553167,0.40911096,0.06286347,0.062937774,0.062652215,0.06632614,159,5
0.059180703,0.19109991,0.033782985,0.06674788,0.37160882,0.08198193,0.058989074,0.043624956,0.01863768,0.074346066,160,4
0.0056730816,0.006670507,0.014091571,0.0059869466,0.0061242264,0.015370155,0.023119206,0.005780844,0.7611779,0.15600555,161,8
0.10853922,0.0030444881,0.616763,0.0029075711,0.014376528,0.09897452,0.0017331121,0.14903343,0.0018737335,0.0027544082,162,2
0.0659282,0.05893561,0.05492769,0.05158014,0.054867428,0.063008144,0.30934313,0.051515784,0.2333443,0.056549564,163,6
0.029841552,0.06710839,0.029507222,0.04539875,0.039378975,0.08367635,0.29079,0.030473731,0.3392967,0.04452835,164,8
0.016662998,0.33853188,0.06055807,0.0151391905,0.14080957,0.025249105,0.013780199,0.19743915,0.041421074,0.1504088,165,1
0.057250015,0.057891287,0.057883117,0.05719957,0.059191074,0.056538437,0.05678634,0.05945988,0.05829885,0.47950143,166,9
0.04267446,0.04207944,0.04324444,0.13370888,0.04203827,0.43591723,0.11740651,0.051237464,0.046138383,0.045554955,167,5
0.0088326875,0.43912023,0.054322217,0.008529272,0.29924846,0.01735706,0.115631044,0.008535008,0.03656147,0.011862524,168,1
0.13730302,0.044518773,0.0015245305,0.008098107,0.17246147,0.600792,0.0013854974,0.014283439,0.018167615,0.001465531,169,5
0.014789061,0.29892233,0.023312638,0.2587434,0.21621633,0.07192606,0.053860225,0.016174914,0.014784469,0.03127058,170,1
0.050339665,0.2785893,0.15401927,0.05234883,0.05177309,0.093761764,0.052498046,0.16077045,0.052022535,0.053877044,171,1
0.013224984,0.15142477,0.017936848,0.10735327,0.5546164,0.08966845,0.017931689,0.014450503,0.01933148,0.014061667,172,4
0.085072316,0.13311672,0.028874988,0.019575644,0.33648226,0.0706375,0.027545163,0.021397818,0.13501413,0.14228341,173,4
0.090716295,0.06290204,0.04083073,0.044341914,0.041672133,0.07590491,0.13906159,0.043310814,0.37135437,0.08990522,174,8
0.107218936,0.089890726,0.22420213,0.03166671,0.38249812,0.033931956,0.034843374,0.032656632,0.031365227,0.031726208,175,4
0.012203876,0.49991724,0.047943696,0.025538573,0.3077071,0.037456326,0.024505613,0.01224214,0.019298531,0.013186949,176,1
0.04583621,0.2958312,0.046141237,0.053206954,0.13451736,0.048095107,0.0460458,0.12182747,0.047283497,0.16121514,177,1
0.10121678,0.4548632,0.03850172,0.035672374,0.037168723,0.12024306,0.034935433,0.05065186,0.046111383,0.080635466,178,1
0.045772273,0.046389747,0.046028506,0.2422184,0.04691808,0.22522376,0.04583059,0.20314534,0.049757283,0.048715968,179,3
0.050425228,0.029348215,0.23826309,0.029093184,0.50178593,0.033209812,0.029685969,0.03286195,0.027339686,0.027986981,180,4
0.06384231,0.06367094,0.06422922,0.18607657,0.06325533,0.06562446,0.29757378,0.06861205,0.063253485,0.06386187,181,6
0.062935844,0.08218788,0.06267533,0.06441866,0.06769818,0.06341995,0.065040074,0.19793811,0.13825539,0.1954306,182,7
0.06273301,0.3057684,0.18832786,0.0661358,0.062691934,0.06263782,0.06296035,0.06267337,0.06342718,0.06264424,183,1
0.036022108,0.03761922,0.036054004,0.03585957,0.04168498,0.03590682,0.039463233,0.036086567,0.10893604,0.5923675,184,9
0.0099516865,0.013205777,0.010466594,0.013570844,0.16399011,0.01729008,0.24834503,0.04799566,0.19037467,0.28480953,185,9
0.0626544,0.06256476,0.06257421,0.0625904,0.06475475,0.062559985,0.2682172,0.062568545,0.22895293,0.062562816,186,6
0.07179814,0.071773365,0.30401224,0.11929319,0.072114564,0.072482884,0.071889974,0.071876034,0.071603216,0.073156424,187,2
0.12263037,0.057437297,0.08259754,0.091556,0.31572926,0.06593731,0.1416639,0.010085656,0.011717745,0.100644946,188,4
0.021851039,0.023677712,0.021150853,0.021589931,0.024287438,0.02699696,0.024141183,0.021617679,0.37824103,0.43644616,189,9
0.05551957,0.14464438,0.04976996,0.048219115,0.1607071,0.15574642,0.054112215,0.14144306,0.045821313,0.1440169,190,4
0.0047191414,0.0035101771,0.015799828,0.013623048,0.0034974962,0.068654016,0.0036962996,0.8491192,0.033794835,0.0035859644,191,7
0.18693152,0.115078926,0.124776304,0.083488055,0.21614778,0.07050453,0.04677439,0.0031646576,0.044296224,0.10883761,192,4
0.050521344,0.050143674,0.050569616,0.05036586,0.052791324,0.051063575,0.3502819,0.053661797,0.23696738,0.05363356,193,6
0.04573189,0.04565455,0.04579368,0.04627848,0.045610808,0.04623191,0.4677173,0.046845492,0.1644699,0.045666017,194,6
0.026448773,0.3707625,0.1836825,0.026459709,0.10425649,0.12044876,0.02981883,0.0701375,0.04158427,0.026400706,195,1
0.036846396,0.0069771097,0.010404874,0.01323329,0.006990421,0.0070092864,0.30392733,0.02702052,0.5493293,0.03826146,196,8
0.165217,0.16698106,0.05622091,0.05590841,0.055828653,0.26557374,0.055753004,0.06665369,0.05570224,0.056161333,197,5
0.029580818,0.033899322,0.03235747,0.031207113,0.030423561,0.09757626,0.038307495,0.03709599,0.63365513,0.035896882,198,8
0.08498081,0.039438233,0.031406023,0.03411058,0.03415286,0.091929145,0.58359575,0.031526957,0.033041503,0.03581817,199,6
0.040162466,0.05798955,0.22196123,0.15317765,0.18580446,0.11226372,0.043048948,0.040931985,0.07538117,0.06927883,200,2
0.05022234,0.3117749,0.053289518,0.051066983,0.15139206,0.1816566,0.05010439,0.05027326,0.050066765,0.05015319,201,1
0.0036300188,0.0038736907,0.003614078,0.0038597044,0.0444896,0.0047075753,0.46007273,0.0037671386,0.46809372,0.0038917954,202,8
0.019469542,0.052102808,0.09433564,0.020535989,0.019313246,0.020859918,0.019320631,0.7145306,0.019464185,0.020067448,203,7
0.0032948651,0.0021046898,0.0022531508,0.44167745,0.0022716422,0.08302781,0.0824118,0.002197668,0.07844329,0.30231768,204,3
0.0037034524,0.0038796864,0.003737126,0.028726468,0.004401042,0.0039790617,0.08405916,0.0037851029,0.8584322,0.0052967323,205,8
0.18386416,0.18572046,0.18363945,0.0069833766,0.024715502,0.21464835,0.07772042,0.06056442,0.037365068,0.024778763,206,5
0.018873367,0.33760133,0.020957297,0.018203892,0.49562478,0.0182307,0.020285424,0.016658466,0.036483157,0.017081592,207,4
0.107155025,0.0044619516,0.0043785498,0.0051553035,0.0049353153,0.034216825,0.1445146,0.09599525,0.3411589,0.25802824,208,8
0.05566314,0.49491742,0.055683497,0.057106387,0.0556863,0.056118175,0.05651718,0.05564591,0.056814935,0.055847045,209,1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,210,0
0.7122547,0.0050237835,0.0035496103,0.03054121,0.09519567,0.0674548,0.025430687,0.011058618,0.005082728,0.04440822,211,0
0.08377188,0.030938985,0.08113503,0.03644159,0.29565647,0.26234972,0.12833035,0.027460339,0.026546823,0.027368845,212,4
0.071605526,0.07165629,0.0717018,0.2077444,0.072756685,0.07295567,0.21684213,0.07165114,0.071503416,0.071582966,213,6
0.10959447,0.038255677,0.03633394,0.24916363,0.03859682,0.03641647,0.03588398,0.03592952,0.11640611,0.3034194,214,9
