Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Document_ID,Dominant_Topic
0.023930397,0.12456286,0.02938514,0.02373199,0.2197669,0.05237588,0.02515308,0.022923985,0.29187143,0.1862984,1188,8
0.06594331,0.17510556,0.011103424,0.01096532,0.019731715,0.49721238,0.010112463,0.1891315,0.008782756,0.011911574,1189,5
0.029673127,0.04137887,0.035716865,0.035301138,0.60344696,0.015750017,0.1454008,0.012754453,0.017837878,0.06273984,1190,4
0.0044859624,0.0120179765,0.13439846,0.0047188485,0.00495591,0.0051632687,0.110880576,0.0043146503,0.70441335,0.014650996,1191,8
0.036776453,0.0060913474,0.099937096,0.010002266,0.5500291,0.16405883,0.053436253,0.004364128,0.007805499,0.067499034,1192,4
0.03480022,0.41141313,0.033947796,0.034126367,0.17486924,0.03419751,0.16570152,0.033469643,0.04290154,0.034573052,1193,1
0.051264245,0.046583656,0.046555385,0.14121848,0.22406924,0.053917926,0.11684635,0.04716571,0.058906324,0.21347266,1194,4
0.0652707,0.22024286,0.06374021,0.06281205,0.073981754,0.06456834,0.06518297,0.06334184,0.06300025,0.25785902,1195,9
0.07902209,0.22697923,0.04268127,0.095169656,0.24475603,0.042535886,0.04343072,0.14100912,0.042063348,0.042352676,1196,4
0.030829767,0.19166738,0.026907481,0.02549498,0.08260673,0.1555255,0.13669375,0.09818542,0.15226401,0.09982494,1197,1
0.06661939,0.0798556,0.1963591,0.056851868,0.12109006,0.14318745,0.056214247,0.05654612,0.055969637,0.16730656,1198,2
0.17776573,0.06319365,0.06600753,0.06342031,0.19162466,0.117756285,0.123979025,0.07009926,0.06301273,0.06314081,1199,4
0.017248165,0.016849697,0.017176982,0.020857327,0.020105446,0.04860943,0.7992591,0.017076539,0.023881359,0.01893596,1200,6
0.0042962953,0.15912198,0.0890656,0.047291104,0.005146544,0.0045461236,0.075349025,0.02061744,0.59009,0.004475889,1201,8
0.004862107,0.005029345,0.0049597058,0.01427726,0.005508502,0.0049720877,0.28070894,0.0047950107,0.66911256,0.0057744747,1202,8
0.017616976,0.18202248,0.023638017,0.019651987,0.10778503,0.5080144,0.01787393,0.08752814,0.018086808,0.01778225,1203,5
0.022024272,0.019978166,0.019512549,0.3713429,0.021066545,0.018244565,0.01844588,0.018611474,0.02069916,0.47007447,1204,9
0.011535792,0.28833622,0.1605238,0.18491858,0.113647915,0.07292321,0.011952545,0.05464481,0.029653933,0.07186315,1205,1
0.18446392,0.07127994,0.070806056,0.057662252,0.08301085,0.05695351,0.06255972,0.06250725,0.05683591,0.29392058,1206,9
0.11573354,0.16356634,0.007403707,0.12122945,0.0468579,0.13967396,0.2298369,0.007358094,0.16005379,0.008286337,1207,6
0.015886327,0.27664465,0.016466776,0.026264507,0.01944259,0.4527109,0.01851455,0.13555992,0.016733339,0.021776466,1208,5
0.06364106,0.2696981,0.011058116,0.008774072,0.5204381,0.03650716,0.04825883,0.023637736,0.008857674,0.00912916,1209,4
0.019343587,0.25595206,0.037117545,0.06553926,0.3978882,0.02355836,0.06296201,0.08490401,0.020724848,0.032010097,1210,4
0.036079977,0.07550927,0.22144994,0.0404516,0.03658218,0.33899218,0.03827821,0.03804719,0.13560936,0.0390001,1211,5
0.07216596,0.07148931,0.07155161,0.07151848,0.08535395,0.102727875,0.16777176,0.071493916,0.07145389,0.21447328,1212,9
0.0027993538,0.093499064,0.0028977704,0.0028370465,0.0027937454,0.0029444788,0.119077526,0.03524498,0.6415972,0.09630883,1213,8
0.085839,0.13710193,0.0121030435,0.020925717,0.09256016,0.1226077,0.20665933,0.011535233,0.08877182,0.22189608,1214,9
0.2672131,0.018838989,0.02170391,0.45410794,0.050242417,0.10035565,0.01826734,0.025821846,0.023514638,0.019934135,1215,3
0.036092848,0.37077874,0.26525885,0.038159568,0.035804685,0.106483944,0.036779866,0.035923507,0.038759787,0.035958186,1216,1
0.016271904,0.0182509,0.015753493,0.030742796,0.019987132,0.015740553,0.07100363,0.01591266,0.44667542,0.34966156,1217,8
0.016660478,0.029184895,0.017123686,0.020189894,0.31912708,0.020734023,0.02401735,0.08354207,0.03771788,0.43170264,1218,9
0.06011163,0.055702023,0.05569391,0.056033645,0.0555837,0.06174147,0.05654999,0.055625975,0.17106129,0.3718964,1219,9
0.006876612,0.07244237,0.0069238828,0.0067817746,0.013355622,0.010951404,0.06480288,0.0069880034,0.72082496,0.09005247,1220,8
0.055653628,0.4590018,0.055628803,0.05590109,0.055983305,0.05562457,0.05611903,0.055635944,0.056423705,0.094028115,1221,1
0.21796528,0.23115009,0.026660047,0.025787288,0.02867155,0.02933959,0.02886196,0.21034856,0.029403683,0.17181197,1222,1
0.06577468,0.29544622,0.145452,0.015861114,0.3709007,0.022159655,0.036120325,0.01582145,0.016106114,0.016357804,1223,4
0.06033153,0.34772325,0.19248724,0.05598748,0.058104984,0.0564523,0.05648241,0.061046787,0.055653896,0.055730138,1224,1
0.09458099,0.043611605,0.15361327,0.11453875,0.16238476,0.16283303,0.10412222,0.03130253,0.10276958,0.030243212,1225,5
0.07248164,0.06504849,0.06604996,0.120822154,0.065322936,0.13564846,0.19095415,0.15312117,0.06475871,0.065792345,1226,6
0.06266259,0.06021128,0.030157514,0.007902273,0.00835729,0.093710095,0.008016041,0.26765725,0.10750017,0.35382545,1227,9
0.10184772,0.04191502,0.03646049,0.036289807,0.16736054,0.3782799,0.115703166,0.039979942,0.04404438,0.038119033,1228,5
0.12696418,0.052830048,0.047360424,0.08654366,0.049185805,0.07819203,0.05016358,0.049461555,0.1794278,0.27987087,1229,9
0.02876619,0.051443953,0.030045766,0.06854893,0.030504744,0.21282035,0.13916078,0.028792445,0.029845988,0.38007084,1230,9
0.060721293,0.4660192,0.038608056,0.03927708,0.14493106,0.03860233,0.039041515,0.09513267,0.039106514,0.03856026,1231,1
0.18760672,0.064686015,0.06430212,0.07263768,0.063279524,0.24547026,0.06370492,0.10570774,0.06323795,0.06936708,1232,5
0.0053067543,0.059014425,0.2760341,0.042803932,0.0049882876,0.120620124,0.007682181,0.4272076,0.05035626,0.0059863552,1233,7
0.07378813,0.072516225,0.08431452,0.082737416,0.32564312,0.0720284,0.07216839,0.07243812,0.07184063,0.07252508,1234,4
0.27136797,0.06989463,0.008505598,0.009137293,0.11761653,0.32525852,0.0087506175,0.16163464,0.02083776,0.0069964197,1235,5
0.07145061,0.34180626,0.07145587,0.0747954,0.07146907,0.07148445,0.074602604,0.07143935,0.07503833,0.076458074,1236,1
0.280874,0.019730777,0.40038583,0.010385501,0.10401905,0.06825802,0.0021862597,0.057622075,0.022655392,0.033883087,1237,2
0.05124464,0.17017746,0.03935742,0.043047078,0.29260346,0.043267664,0.043692734,0.13819471,0.10367078,0.07474405,1238,4
0.62755746,0.06785529,0.025557134,0.028336916,0.02659573,0.120167516,0.02538198,0.027685208,0.025510153,0.025352608,1239,0
0.17265351,0.022342438,0.046832,0.025391798,0.022211079,0.06227606,0.022491174,0.5780885,0.022555185,0.025158225,1240,7
0.008466118,0.027455332,0.010962906,0.10238513,0.014084656,0.024375455,0.08805862,0.008313409,0.30846652,0.40743187,1241,9
0.14703164,0.14702849,0.06549449,0.0015200817,0.2194616,0.40034544,0.0018798225,0.0055130953,0.001574415,0.01015092,1242,5
0.036830243,0.3621422,0.046233475,0.05391382,0.037795786,0.042621724,0.044368118,0.12176997,0.14621046,0.10811417,1243,1
0.008923888,0.0104251765,0.007882706,0.008847409,0.009453936,0.026437085,0.009997914,0.010219819,0.8971017,0.0107103465,1244,8
0.050500784,0.049945615,0.051636584,0.15189819,0.14453033,0.23445736,0.18032998,0.0455983,0.045537848,0.04556498,1245,5
0.028567372,0.029932816,0.22666316,0.02886296,0.028337697,0.030547673,0.029554648,0.47048366,0.09636899,0.030680994,1246,7
0.15103717,0.03658682,0.09654529,0.03338996,0.032736536,0.19326344,0.03322627,0.3537997,0.031958234,0.03745656,1247,7
0.055795375,0.27854988,0.055915635,0.14838934,0.05567992,0.17725065,0.056673594,0.055767633,0.060195394,0.055782564,1248,1
0.18351139,0.10569939,0.081100956,0.27201673,0.025535572,0.1544481,0.028497865,0.027144022,0.08526356,0.036782388,1249,3
0.03418382,0.0388005,0.033827953,0.036087975,0.035399776,0.15966175,0.55281675,0.034072213,0.03446822,0.040681075,1250,6
0.011968597,0.14298676,0.011505089,0.011826601,0.07062353,0.094416074,0.09073743,0.1992762,0.102523245,0.26413646,1251,9
0.07150491,0.07171745,0.07159841,0.07148869,0.07153029,0.08579683,0.074742466,0.07163453,0.33524454,0.074741855,1252,8
0.14934528,0.22025616,0.0127594825,0.015478284,0.30687687,0.02487573,0.013804834,0.11237592,0.10288741,0.041340016,1253,4
0.021199595,0.16869192,0.039507087,0.019879878,0.27166831,0.023190646,0.022336237,0.02052413,0.043769863,0.36923233,1254,9
0.042986397,0.19047798,0.038194854,0.044511586,0.054825686,0.10775109,0.047603775,0.03724558,0.06504175,0.3713613,1255,9
0.059030093,0.106084645,0.057917066,0.05649098,0.11899066,0.33549705,0.058146868,0.07976548,0.05687699,0.071200214,1256,5
0.030056225,0.039689835,0.026458982,0.09308874,0.028727284,0.08609372,0.032611087,0.026603324,0.21129839,0.42537236,1257,9
0.28269228,0.04507062,0.36082914,0.034779932,0.21390289,0.023942763,0.0047271783,0.014036641,0.00972697,0.010291548,1258,2
0.14085653,0.0399947,0.10879718,0.039073266,0.038670752,0.31023344,0.039445903,0.12447164,0.04348694,0.11496966,1259,5
0.042524263,0.05052652,0.119822174,0.1112698,0.039414313,0.1207702,0.041367937,0.042008188,0.098987944,0.33330867,1260,9
0.04169712,0.05222919,0.04171334,0.04460981,0.04390406,0.042050913,0.4608646,0.04168821,0.18405253,0.047190238,1261,6
0.06313891,0.12021776,0.055774994,0.05638863,0.055806104,0.065100245,0.057713807,0.056444023,0.305415,0.1640005,1262,8
0.048031464,0.04679249,0.04572644,0.04806726,0.04713429,0.047935843,0.48541966,0.13581206,0.0463911,0.048689388,1263,6
0.036211357,0.033575792,0.048450634,0.35250285,0.03384449,0.09898226,0.03357186,0.036218908,0.03598437,0.2906575,1264,3
0.0069280122,0.035543244,0.008497815,0.008150313,0.32071382,0.13377695,0.42057773,0.009603244,0.018470973,0.037737895,1265,6
0.041817717,0.3612081,0.034808144,0.032557596,0.22365947,0.033698164,0.09310165,0.033749312,0.033411838,0.11198803,1266,1
0.060743235,0.02718008,0.2172399,0.08064584,0.38086405,0.018049443,0.11537361,0.017444987,0.060055815,0.022403024,1267,4
0.19933353,0.050074264,0.14937533,0.050342444,0.050414056,0.29622144,0.050487492,0.052586515,0.050362423,0.05080251,1268,5
0.06404048,0.06310059,0.06330485,0.14615004,0.2249254,0.064499885,0.06308293,0.06347749,0.06533483,0.1820835,1269,4
0.0419791,0.07070533,0.042058513,0.049692765,0.19548936,0.042371303,0.42468232,0.042179417,0.046147153,0.04469472,1270,6
0.05066308,0.052392945,0.050572317,0.050170287,0.43874195,0.1566861,0.05039429,0.0501228,0.050139286,0.050116938,1271,4
0.04627934,0.1648029,0.046542864,0.048983335,0.0718144,0.050648198,0.16132995,0.077177815,0.053965922,0.27845526,1272,9
0.0044223205,0.009372511,0.023787722,0.0057221344,0.043954626,0.09657044,0.3419232,0.004994261,0.46391368,0.005339087,1273,8
0.36246338,0.026495643,0.026603958,0.3212732,0.025100762,0.031182189,0.025798434,0.037742816,0.034398187,0.108941376,1274,0
0.004098335,0.0053142407,0.009220917,0.073507,0.0036722491,0.0076270574,0.17286919,0.20498267,0.51495886,0.003749474,1275,8
0.0329866,0.17573887,0.033923194,0.055595018,0.03355678,0.40473312,0.048445664,0.03213697,0.14409299,0.038790766,1276,5
0.047685053,0.04562307,0.046082117,0.047631577,0.046078734,0.049618136,0.04764102,0.051148705,0.06587426,0.5526174,1277,9
0.063509144,0.23631658,0.06297557,0.06300421,0.06866894,0.06465369,0.062798515,0.063646205,0.06267691,0.25175023,1278,9
0.014955126,0.019634664,0.26551688,0.011466656,0.017100325,0.2537684,0.15558171,0.13463801,0.016387131,0.110951036,1279,2
0.018488064,0.06218232,0.018253323,0.017616443,0.26654592,0.18627152,0.03919346,0.06738123,0.16056669,0.16350101,1280,4
0.083357364,0.083350405,0.08622646,0.08335518,0.083342224,0.23297065,0.08334601,0.09735768,0.08333936,0.08335464,1281,5
0.012420616,0.005909804,0.008110128,0.025804812,0.13497646,0.11839122,0.41665423,0.006433013,0.10307736,0.16822237,1282,6
0.048409566,0.018656824,0.044519562,0.066919744,0.06359422,0.20488133,0.4531301,0.024738254,0.021125427,0.05402501,1283,6
0.00928737,0.010997388,0.036620557,0.20269756,0.01021569,0.011110132,0.011092677,0.0087402025,0.47944266,0.21979578,1284,8
0.020691788,0.3272156,0.07161395,0.1297092,0.06738784,0.024745088,0.023108851,0.021121098,0.2180907,0.09631589,1285,1
0.018136203,0.017738534,0.015766423,0.016800873,0.8472902,0.017057236,0.016391046,0.015769558,0.019222423,0.015827458,1286,4
0.07146835,0.08937951,0.07147821,0.07148275,0.17024048,0.0722266,0.082922,0.21367005,0.08026783,0.07686421,1287,7
0.023306157,0.035371944,0.08676627,0.009690933,0.6200148,0.035473768,0.05478801,0.020910528,0.10110049,0.012577095,1288,4
0.26354313,0.07667316,0.030567834,0.030191232,0.10130876,0.32641894,0.05139587,0.057456803,0.03013365,0.032310657,1289,5
0.046645567,0.04720001,0.06009674,0.045618307,0.14290161,0.3465277,0.14784424,0.05691256,0.050216112,0.05603717,1290,5
0.030394599,0.029840427,0.029870613,0.029666064,0.031361036,0.16248089,0.5960989,0.03029918,0.03026632,0.02972199,1291,6
0.07367285,0.06222372,0.32924214,0.069062136,0.053877976,0.050195042,0.050975412,0.21040614,0.05009357,0.05025101,1292,2
0.04622325,0.05700384,0.16359484,0.17463517,0.23939803,0.046401907,0.071432225,0.046643347,0.09472854,0.059938837,1293,4
0.047172535,0.24903928,0.047369808,0.050685972,0.15202981,0.049239412,0.051564727,0.23402865,0.046071976,0.07279778,1294,1
0.32482818,0.03429273,0.15101464,0.03189253,0.03272502,0.19301437,0.040086128,0.042140283,0.114751816,0.03525429,1295,0
0.008512058,0.011405564,0.009437737,0.008845294,0.011057275,0.008652269,0.0094621815,0.08028265,0.84220034,0.010144601,1296,8
0.01228967,0.19288337,0.11920784,0.012014341,0.3655557,0.03849083,0.100553304,0.06204216,0.014891455,0.08207136,1297,4
0.06338171,0.06287483,0.06287481,0.0629031,0.3566025,0.083748154,0.06273373,0.06286907,0.06947816,0.11253397,1298,4
0.16690217,0.08608873,0.009351319,0.013970205,0.5468721,0.07647101,0.011905035,0.03145586,0.01159612,0.045387477,1299,4
0.046987012,0.025440969,0.13532908,0.025908217,0.025403507,0.042578224,0.24176353,0.025747234,0.14729401,0.2835482,1300,9
0.02750576,0.022334196,0.10254021,0.02220926,0.025577815,0.023907196,0.022624971,0.70795846,0.022218328,0.023123814,1301,7
0.110945724,0.14328013,0.034693662,0.03303792,0.03605015,0.031793684,0.037890494,0.03232787,0.4465726,0.09340776,1302,8
0.06256307,0.25765765,0.06266893,0.07313867,0.06260217,0.062563874,0.06632622,0.18534707,0.06275546,0.10437687,1303,1
0.047449566,0.047552004,0.24081843,0.1184784,0.068528734,0.2892283,0.047139797,0.04737406,0.04640941,0.047021296,1304,5
0.034688864,0.05258149,0.08273482,0.033816714,0.1555507,0.09613768,0.03356025,0.44241565,0.03343225,0.03508159,1305,7
0.029635876,0.0062204096,0.037748836,0.033247143,0.0045286343,0.053097058,0.010278329,0.81792027,0.0037196144,0.0036038419,1306,7
0.044926934,0.004934102,0.0048670596,0.0192708,0.0060787564,0.14067785,0.07413582,0.0064102397,0.59136015,0.10733828,1307,8
0.07713628,0.11553904,0.043259345,0.042620312,0.45024067,0.046317764,0.09691488,0.042642932,0.04227329,0.043055475,1308,4
0.0573547,0.06018578,0.059622318,0.055687625,0.055665743,0.062082026,0.059011936,0.05664761,0.05589184,0.47785038,1309,9
0.011834976,0.18308482,0.019152934,0.04764672,0.015022728,0.089505844,0.013435093,0.28907114,0.073359646,0.25788608,1310,7
0.1368488,0.13862279,0.049483955,0.04623206,0.04927303,0.39538947,0.046215933,0.046084568,0.045764573,0.046084855,1311,5
0.014972167,0.014431643,0.01460081,0.017487336,0.014629534,0.014690102,0.01476269,0.014843571,0.7478263,0.13175586,1312,8
0.05140642,0.052111655,0.050970823,0.051113162,0.050202835,0.2840938,0.050280746,0.30926263,0.050135285,0.05042271,1313,7
0.0627361,0.28254157,0.1698209,0.06292509,0.082612135,0.07145051,0.079878636,0.062654436,0.06268146,0.06269915,1314,1
0.053286657,0.05014952,0.06349981,0.050834943,0.30406195,0.056121644,0.05260252,0.050828453,0.26416922,0.054445345,1315,4
0.017273529,0.016977638,0.01710205,0.02365698,0.019256324,0.25722203,0.16683687,0.016857132,0.4270104,0.03780703,1316,8
0.07324869,0.30648297,0.0373745,0.036482565,0.05303189,0.09115341,0.07731648,0.1113399,0.06800684,0.14556275,1317,1
0.031140916,0.15390268,0.08807481,0.22811319,0.05277518,0.0329595,0.030864868,0.08049546,0.031344652,0.27032876,1318,9
0.0075398684,0.007878984,0.0075474936,0.007695377,0.007621521,0.008339796,0.0076975813,0.007604765,0.64103127,0.2970433,1319,8
0.020213705,0.0818185,0.036563873,0.011890469,0.4335792,0.066120535,0.0053841043,0.037304476,0.09013244,0.2169927,1320,4
0.013082412,0.014812157,0.012818702,0.013025448,0.8598462,0.01436135,0.015556774,0.012759998,0.014476044,0.029260961,1321,4
0.13444623,0.0073032565,0.029531457,0.0068999077,0.007512304,0.0622895,0.0065082735,0.7155721,0.009195675,0.0207413,1322,7
0.043091483,0.031652115,0.038618173,0.03230442,0.034187686,0.12133905,0.033936545,0.03455504,0.3080863,0.32222915,1323,9
0.10690106,0.03738648,0.036100782,0.10573593,0.51228505,0.044313364,0.04728763,0.037240822,0.036118712,0.03663012,1324,4
0.27432242,0.111003414,0.051261973,0.052642517,0.25632033,0.05068325,0.050859984,0.05123336,0.050485164,0.051187597,1325,0
0.013910449,0.18396972,0.014184513,0.012753153,0.030768042,0.035171613,0.039946597,0.012776841,0.14933647,0.5071826,1326,9
0.041788485,0.09460207,0.07448958,0.04466035,0.041760735,0.21190119,0.2546089,0.04179258,0.14959528,0.044800814,1327,6
0.071465164,0.19014327,0.079804905,0.08208328,0.071439415,0.071821645,0.08070477,0.07145205,0.20962642,0.07145909,1328,8
0.06334986,0.30636427,0.06405309,0.06259217,0.07355385,0.16702978,0.06365396,0.0674932,0.06334885,0.06856096,1329,1
0.06255199,0.08939564,0.02264657,0.10328672,0.025065811,0.27398416,0.2824996,0.040148657,0.023194505,0.077226326,1330,6
0.21119395,0.34968466,0.03244406,0.02254966,0.026961945,0.25956243,0.024479138,0.028519982,0.022214064,0.022390122,1331,1
0.17446911,0.06978014,0.025709683,0.0416498,0.32656372,0.185556,0.029336685,0.047915272,0.027629172,0.07139045,1332,4
0.07147598,0.07149715,0.07182891,0.33096617,0.07143816,0.071459875,0.071449436,0.09699153,0.07143981,0.071452945,1333,3
0.006244723,0.031143455,0.0058122724,0.07287086,0.0061485926,0.007725118,0.20693325,0.0060016722,0.65047294,0.0066471146,1334,8
0.039274156,0.03407537,0.03761103,0.037247974,0.039154004,0.05704553,0.034914684,0.038029354,0.28387615,0.3987718,1335,9
0.013639601,0.0029961094,0.05315928,0.19819377,0.0026361097,0.11086995,0.16018806,0.0088059725,0.11622312,0.33328804,1336,9
0.2378702,0.037370034,0.03134232,0.031822328,0.4928195,0.03829351,0.032376252,0.031832505,0.031574853,0.034698483,1337,4
0.05260194,0.35213834,0.062182616,0.054454803,0.050100595,0.062364943,0.054124273,0.19374627,0.0530281,0.06525812,1338,1
0.005047752,0.025542408,0.003558343,0.004353441,0.88674766,0.012236812,0.0055822623,0.0033987768,0.019946584,0.033585977,1339,4
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1340,0
0.057332188,0.29227236,0.14671306,0.056011178,0.055716816,0.08341817,0.05601071,0.14109282,0.055663787,0.055768937,1341,1
0.019827766,0.019469356,0.022080494,0.024989795,0.020507406,0.07029583,0.5517224,0.16779011,0.083512485,0.019804344,1342,6
0.090700075,0.1714075,0.22395405,0.041914076,0.038723104,0.08840005,0.03890589,0.06291746,0.043913927,0.19916385,1343,2
0.16854092,0.06805923,0.36624804,0.017120073,0.010804538,0.13692018,0.011374276,0.19896887,0.01085834,0.0111055095,1344,2
0.047971506,0.044752784,0.017821783,0.37763488,0.019643208,0.14509706,0.017034099,0.21531305,0.05941943,0.055312213,1345,3
0.04555202,0.06456285,0.045524556,0.051424626,0.045518287,0.045521017,0.05339762,0.045671,0.36454237,0.23828566,1346,8
0.019210208,0.0033464215,0.0034703554,0.0033973656,0.0033491866,0.05679995,0.0034771909,0.89977753,0.0036978298,0.0034739657,1347,7
0.045572925,0.3074802,0.046362203,0.045576323,0.049483594,0.045938805,0.052182537,0.046111424,0.046524193,0.31476775,1348,9
0.062814,0.06487846,0.055772528,0.15268654,0.076919496,0.09030873,0.20529984,0.061778374,0.17364651,0.055895563,1349,6
0.055124715,0.045405883,0.036746006,0.067038976,0.09878949,0.039297312,0.046836868,0.038065623,0.5014618,0.071233355,1350,8
0.045734584,0.19546059,0.044575654,0.08103632,0.04498496,0.053810403,0.262332,0.05747238,0.079697385,0.13489568,1351,6
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1352,0
0.022655386,0.24799812,0.03758124,0.07202284,0.04683433,0.038178146,0.13190152,0.01266778,0.07517252,0.31498808,1353,9
0.3261688,0.027495567,0.028001726,0.006951255,0.16449773,0.401891,0.018342983,0.0050111148,0.006148468,0.015491365,1354,5
0.041307237,0.034542594,0.03491064,0.034001157,0.08554324,0.23217213,0.033378053,0.15877749,0.03531592,0.31005153,1355,9
0.045599777,0.08654844,0.0455148,0.045987424,0.049757015,0.05006858,0.52955186,0.045483258,0.047999624,0.05348921,1356,6
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1357,0
0.021398036,0.021077998,0.021120379,0.023243265,0.13938029,0.49683422,0.01942017,0.18497552,0.019440431,0.053109698,1358,5
0.3370305,0.041539557,0.008964322,0.009283312,0.34972492,0.012394765,0.008868429,0.008619268,0.07432714,0.14924778,1359,4
0.120590925,0.0075318846,0.007684111,0.0065774703,0.0073483204,0.011749504,0.008814465,0.006511257,0.45100844,0.37218362,1360,8
0.04174829,0.15372555,0.04324486,0.044372793,0.06821905,0.04171826,0.12027125,0.04703924,0.043447666,0.396213,1361,9
0.05106843,0.13166323,0.047446866,0.048191868,0.10471871,0.39191562,0.07572693,0.045961514,0.053569935,0.04973686,1362,5
0.031135254,0.030897235,0.03029976,0.086874895,0.030209564,0.03764111,0.15224653,0.47639716,0.08652649,0.03777198,1363,7
0.05565188,0.2621639,0.056535557,0.05577548,0.05722482,0.05773777,0.06011295,0.05716761,0.06374485,0.2738852,1364,9
0.053771827,0.00985258,0.046997063,0.006941482,0.021783305,0.41157725,0.007969015,0.22497678,0.015063422,0.20106724,1365,5
0.006335384,0.0064774565,0.0059487093,0.006372082,0.007994996,0.006232379,0.035256308,0.00616587,0.9111937,0.008023104,1366,8
0.039937586,0.06167575,0.03958363,0.09763888,0.05176226,0.039329372,0.17455186,0.038524743,0.2638206,0.19317535,1367,8
0.004863262,0.005035029,0.004884474,0.0048592254,0.008057463,0.0061710333,0.0062306835,0.0047865636,0.93286616,0.022246148,1368,8
0.49813682,0.051615044,0.053314045,0.07354828,0.051021386,0.05233116,0.051356133,0.05489205,0.050886806,0.062898286,1369,0
0.04599292,0.07481091,0.04757762,0.04564044,0.056292996,0.44737643,0.04552471,0.050234515,0.13237423,0.05417526,1370,5
0.004246759,0.46821734,0.0063290666,0.016722335,0.09242502,0.19594164,0.1210275,0.02142821,0.015378743,0.058283437,1371,1
0.07227834,0.17642066,0.051794834,0.050667375,0.3548853,0.050262302,0.06583623,0.0700957,0.052463047,0.05529623,1372,4
0.042420093,0.044181984,0.3010672,0.028365215,0.012826308,0.11609009,0.011721889,0.41866124,0.012687228,0.011978712,1373,7
0.036167774,0.5129142,0.04406672,0.033981547,0.20306177,0.03456618,0.03370544,0.033824738,0.033575173,0.034136456,1374,1
0.032826755,0.041304935,0.032189637,0.033032175,0.03364413,0.033233777,0.040789716,0.03129176,0.42049462,0.3011925,1375,8
0.02088397,0.02838291,0.022340728,0.1815972,0.5187651,0.022044957,0.13495253,0.025448676,0.022657452,0.022926446,1376,4
0.04769303,0.27571878,0.047760963,0.05132401,0.04802198,0.0455778,0.04726077,0.3433721,0.047698062,0.04557256,1377,7
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1378,0
0.069149315,0.04449371,0.059948236,0.078774996,0.044530965,0.08410621,0.042838346,0.04370886,0.3861162,0.14633314,1379,8
0.06305454,0.06306601,0.19306855,0.06325911,0.06282062,0.16438569,0.19061235,0.07389034,0.06279672,0.06304605,1380,2
0.04312161,0.032651227,0.04211417,0.08637926,0.033628646,0.045139704,0.55346435,0.09863764,0.03186959,0.032993842,1381,6
0.036538776,0.21277815,0.03752604,0.03712145,0.038746797,0.037942745,0.038435433,0.038021185,0.03942019,0.48346922,1382,9
0.38792348,0.041472707,0.12728819,0.028279677,0.061017465,0.113539524,0.020862779,0.02188156,0.020645037,0.17708957,1383,0
0.031579897,0.0315275,0.031533144,0.5507177,0.03224966,0.164012,0.048385922,0.031575814,0.036124438,0.042293884,1384,3
0.033752985,0.35618484,0.034932844,0.035480976,0.036109738,0.3455536,0.03690445,0.03909411,0.043883175,0.03810325,1385,1
0.019399311,0.18790816,0.20756736,0.06346792,0.071727365,0.34933716,0.020375574,0.021336596,0.026392816,0.032487713,1386,5
0.02081221,0.011495092,0.0064935717,0.21253407,0.10108798,0.15664232,0.052240446,0.23709978,0.19215892,0.009435612,1387,7
0.12216002,0.041813616,0.058914132,0.047427293,0.16797264,0.01475523,0.11872162,0.012687959,0.19333376,0.2222137,1388,9
0.177019,0.13579693,0.023333447,0.032688934,0.14831138,0.023192206,0.021970963,0.1510133,0.06835759,0.21831626,1389,9
0.010329441,0.14085355,0.009998046,0.20382757,0.4458109,0.09912778,0.014683402,0.043201078,0.011626864,0.02054134,1390,4
0.17124318,0.175995,0.07184026,0.0650465,0.0644607,0.11775962,0.063119784,0.1403133,0.06293738,0.067284316,1391,1
0.009514823,0.006655551,0.006238471,0.007247748,0.008848347,0.013566133,0.0074190693,0.006569517,0.9070812,0.026859174,1392,8
0.105169825,0.5806818,0.038915448,0.04622319,0.037111945,0.042454887,0.037627548,0.038374804,0.036369286,0.037071288,1393,1
0.04394942,0.03066832,0.02755915,0.04785293,0.045225408,0.39969146,0.2981835,0.023814507,0.035524074,0.04753125,1394,5
0.018880975,0.013795836,0.010778566,0.015369472,0.09407029,0.0131119285,0.0127683915,0.010927703,0.502283,0.30801386,1395,8
0.045919765,0.22112395,0.045849036,0.045827784,0.1385006,0.04561798,0.045679584,0.04572878,0.064288594,0.30146393,1396,9
0.004551916,0.0047201538,0.0046290318,0.0048045446,0.00470339,0.0047989697,0.0044508097,0.0045559867,0.7287333,0.23405187,1397,8
0.63608515,0.0073103528,0.023586588,0.0075177215,0.0074590663,0.06111669,0.0069613764,0.110598564,0.0175097,0.12185481,1398,0
0.16008428,0.025663376,0.09071707,0.027971754,0.023853637,0.023839617,0.02410966,0.24474718,0.025682306,0.35333112,1399,9
0.3342356,0.03072114,0.018377695,0.018494146,0.11150813,0.24121456,0.09229854,0.10929702,0.024587382,0.019265788,1400,0
0.0418821,0.20810199,0.045827065,0.04181069,0.37789214,0.1053561,0.04184978,0.041774895,0.045691814,0.049813457,1401,4
